"BF_SIGEN1500_014444_NOMNOM_341500_0357","BF_014444_NOMNOM_452000_0237","SBFT_FULL_GV_HOT_0140_VCCMIN_702800_0308","XSHIP_GV133_012121_MINMIN_1332800_0253","BF_014444_NOMNOM_452000_0247","XSHIP_GV200_011717_MINMIN_2003400_0123","XSHIP_GV200_011515_MINMIN_2003000_0143","SBFT_SIGON_1000_NOM_FF","SBFT_FULL_GV_HOT_0140_VCCMIN_702800_0318","SBFT_SIGON_1500_NOM","BF_014444_NOMNOM_452000_0207","BF_014444_NOMNOM_452000_0217","BF_014444_MAXMAX_683000_0544","SBFT_FULL_GV_HOT_0140_VCCMIN_702800_0313","BF_014444_MINMIN_823600_0213","BF_014444_NOMNOM_452000_0227","SBFT_SIGON_2000_NOM","BF_SIGEN2000_VID_014444_NOMNOM_452000_0262","SBFT_FULL_0140_MAXMAX_853400_0903","BF_014444_MINMIN_733200_0433","SCANATPG_SCOREBOARD_0120_NOM_1000","SBFT_FULL_0140_MINMIN_702800_0324","BF_SIGEN1500_VID_014444_NOMNOM_341500_0363","GV_HOT_DT_014444_VCCMIN_642800_0126","SCANATPG_0120_NOM_1200","GV_HOT_DT_014444_VCCMIN_642800_0136","BF_014444_MINMIN_683000_0543","GV_HOT_DT_014444_VCCMIN_642800_0116","SBFT_FULL_0140_MINMIN_903600_0506","SBFT_FULL_0140_MINMIN_853400_0711","BF_014444_MINMIN_773400_0323","BF_014444_MINMIN_642800_0653","BF_014444_NOMNOM_452000_0257","BF_014444_MINMIN_863800_0103","BF_SIGEN1000_VID_014444_NOMNOM_231000_0461","SBFT_SIGON_1800_NOM","SBFT_FULL_0140_MINMIN_753000_1121","BF_SIGEN1000_014444_NOMNOM_231000_0457","SCANATPG_0120_NOM_1000","SBFT_FAFI_0140_MINMIN_702800_0324","SBFT_FULL_0140_MINMIN_803200_0916",
,,,,,,,,,,,,,,,,,,,"G1682213P2463724_014444_PL01DF_FTXXX_US1XM1X2XXXHXXXXX_TD_PROT_MODE_FARCALL_MT_133855825",,,,,,,,,,,,,,,,,,,,,,"W5091078    122   -11   4"
,,,,,,,,,,,,,,,,,,,,,,,,,,"G1689012P2397124_014444_PL01DV_FTXXX_US1XM1X2XXXHXXXXX_BAV_APIC_INTR_LOC_FIX_LVL_HI",,,,,"G1689012P2397124_014444_PL01DV_FTXXX_US1XM1X2XXXHXXXXX_BAV_APIC_INTR_LOC_FIX_LVL_HI",,,,,,,,,,"W5091078    127     4 -10"
,,,,,,,,,,,,,,,,"G1404515P2449310_014040_PK03DB_LBXXX_US1XM1X0XXXIXXXXX_HE_CREG_TEST3_ORP_000",,,,,,,,,,,,,,,,,,,,,,,,,"W5091078    160     3   2"
,,,,,,,,,,,,,,,,"G1404515P2449310_014040_PK03DB_LBXXX_US1XM1X0XXXIXXXXX_HE_CREG_TEST3_ORP_000",,,,,,,,,,,,,,,,,,,,,,,,,"W5091078    168    -1  -8"
"G1673993P2483348_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_TC_RESET_CREG",,"G1411235P2527188_014040_PK03DC_LBXXX_US1XM1X0XXXIXXXXX_FRITS_ALL",,"G1673993P2483348_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_TC_RESET_CREG",,,,"G1411235P2527188_014040_PK03DC_LBXXX_US1XM1X0XXXIXXXXX_FRITS_ALL",,,,,"G1411235P2527188_014040_PK03DC_LBXXX_US1XM1X0XXXIXXXXX_FRITS_ALL",,,,"G1673993P2483348_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_TC_RESET_CREG",,,,,"G1673993P2483348_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_TC_RESET_CREG",,,,,,,,,,,,"G1673993P2483348_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_TC_RESET_CREG",,,"G1673993P2483348_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_TC_RESET_CREG",,,,"W5083769    151    -8   7"
,,,,,,,,"G1404870P2240518_014040_PK03DB_LBXXX_US1XM1X0XXXIXXXXX_SAAT_CR_DATIN_SBFT_T0",,,,,"G1404870P2240518_014040_PK03DB_LBXXX_US1XM1X0XXXIXXXXX_SAAT_CR_DATIN_SBFT_T0",,,,,,,,,,,,,,,,,,,,,,,,,,,,"W5083769    177    -2  -2"
,,"G1403388P2232148_014040_PK03DB_LBXXX_US1XM1X1XXXIXXXXX_SAAT_SAUOPDECS_TEST_SBFT_T1",,,,,,"G1404603P2234778_014040_PK03DB_LBXXX_US1XM1X0XXXIXXXXX_DAC_ULL0_FILL_CONFLICT_T0",,,,,"G1403388P2232148_014040_PK03DB_LBXXX_US1XM1X1XXXIXXXXX_SAAT_SAUOPDECS_TEST_SBFT_T1",,,,,,,,,,,,,,,,,,,,,,,,,,,,"W5083769    177   -11   2"
"G1673993P2483348_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_TC_RESET_CREG",,,,,,,,,,,,,,,"G1673993P2483348_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_TC_RESET_CREG",,"G1673993P2483348_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_TC_RESET_CREG",,,,,"G1673993P2483348_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_TC_RESET_CREG",,,,,,,,,,,,"G1673993P2483348_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_TC_RESET_CREG",,,"G1673993P2483348_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_TC_RESET_CREG",,,,"W5091078    173     6   0"
"G1673993P2483348_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_TC_RESET_CREG",,,,,,,,,,,,,,,"G1673993P2483348_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_TC_RESET_CREG",,"G1673993P2483348_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_TC_RESET_CREG",,,,,"G1673993P2483348_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_TC_RESET_CREG",,,,,,,,,,,,"G1673993P2483348_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_TC_RESET_CREG",,,"G1673993P2483348_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_TC_RESET_CREG",,,,"W5091078    126    -1   9"
"G1673993P2483348_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_TC_RESET_CREG",,,,,,,,,,,,,,,"G1673993P2483348_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_TC_RESET_CREG",,"G1673993P2483348_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_TC_RESET_CREG",,,,,"G1673993P2483348_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_TC_RESET_CREG",,,,,,,,,,,,"G1673993P2483348_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_TC_RESET_CREG",,,"G1673993P2483348_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_TC_RESET_CREG",,,,"W5091078    124     8   1"
"G1673993P2483348_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_TC_RESET_CREG",,,,,,,,,,,,,,,"G1673993P2483348_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_TC_RESET_CREG",,"G1673993P2483348_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_TC_RESET_CREG",,,,,"G1673993P2483348_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_TC_RESET_CREG",,,,,,,,,,,,"G1673993P2483348_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_TC_RESET_CREG",,,"G1673993P2483348_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_TC_RESET_CREG",,,,"W5083769    177    -8  -7"
"G1673993P2483348_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_TC_RESET_CREG",,,,,,,,,,,,,,,"G1673993P2483348_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_TC_RESET_CREG",,"G1673993P2483348_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_TC_RESET_CREG",,,,,"G1673993P2483348_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_TC_RESET_CREG",,,,,,,,,,,,"G1673993P2483348_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_TC_RESET_CREG",,,"G1673993P2483348_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_TC_RESET_CREG",,,,"W5091078    123    -8  -4"
"G1673993P2483348_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_TC_RESET_CREG",,,,,,,,,,,,,,,"G1673993P2483348_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_TC_RESET_CREG",,"G1673993P2483348_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_TC_RESET_CREG",,,,,"G1673993P2483348_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_TC_RESET_CREG",,,,,,,,,,,,"G1673993P2483348_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_TC_RESET_CREG",,,"G1673993P2483348_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_TC_RESET_CREG",,,,"W5083769    219   -11  -1"
"G1704896P2245118_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_SAAT_DRCAM_MIS_ST3_FT_T1",,,,,,,,,,,,,,,"G1704896P2245118_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_SAAT_DRCAM_MIS_ST3_FT_T1",,"G1704896P2245118_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_SAAT_DRCAM_MIS_ST3_FT_T1",,,,,"G1704896P2245118_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_SAAT_DRCAM_MIS_ST3_FT_T1",,,,,,,,,,,,"G1704896P2245118_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_SAAT_DRCAM_MIS_ST3_FT_T1",,,"G1704896P2245118_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_SAAT_DRCAM_MIS_ST3_FT_T1",,,,"W5083769    199     8   0"
"G1673993P2483348_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_TC_RESET_CREG",,,,,,,,,,,,,,,"G1673993P2483348_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_TC_RESET_CREG",,"G1673993P2483348_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_TC_RESET_CREG",,,,,"G1673993P2483348_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_TC_RESET_CREG",,,,,,,,,,,,"G1673993P2483348_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_TC_RESET_CREG",,,"G1673993P2483348_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_TC_RESET_CREG",,,,"W5083769    193    -5   2"
"G1673993P2483348_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_TC_RESET_CREG",,,,,,,,,,,,,,,"G1673993P2483348_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_TC_RESET_CREG",,"G1673993P2483348_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_TC_RESET_CREG",,,,,"G1673993P2483348_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_TC_RESET_CREG",,,,,,,,,,,,"G1673993P2483348_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_TC_RESET_CREG",,,"G1673993P2483348_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_TC_RESET_CREG",,,,"W5083769    151    -2   1"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"G1682213P2463724_014444_PL01DF_FTXXX_US1XM1X2XXXHXXXXX_TD_PROT_MODE_FARCALL_MT_133855825",,,,,,,,,,,"W5091078    126     1   2"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"G1682213P2463724_014444_PL01DF_FTXXX_US1XM1X2XXXHXXXXX_TD_PROT_MODE_FARCALL_MT_133855825",,,,,,,,,,,"W5083769    193     6  -3"
,,,,,,,,,,,,,,"G1682213P2463724_014444_PL01DF_FTXXX_US1XM1X2XXXHXXXXX_TD_PROT_MODE_FARCALL_MT_133855825",,,,,,,,,,,,,,,,,,,,,,,,,,,"W5091078    178    -5   6"
,,,,,,,,,,,,,,"G1682213P2463724_014444_PL01DF_FTXXX_US1XM1X2XXXHXXXXX_TD_PROT_MODE_FARCALL_MT_133855825",,,,,,,,,,,,,,,,,,,,,,,,,,,"W5091078    123    -9  -4"
,,,,,,,,,,,,,,"G1682213P2463724_014444_PL01DF_FTXXX_US1XM1X2XXXHXXXXX_TD_PROT_MODE_FARCALL_MT_133855825",,,,,,,,,,,,,,,,,,,,,,,,,,,"W5091078    126    -3   8"
,,,,,,,,,,,,,,"G1682213P2463724_014444_PL01DF_FTXXX_US1XM1X2XXXHXXXXX_TD_PROT_MODE_FARCALL_MT_133855825",,,,,,,,,,,,,,,,,,,,,,,,,,,"W5091078    126     3   4"
,,,,,,,,,,,,,,"G1682213P2463724_014444_PL01DF_FTXXX_US1XM1X2XXXHXXXXX_TD_PROT_MODE_FARCALL_MT_133855825",,,,,,,,,,,,,,,,,,,,,,,,,,,"W5091078    168    -2  -3"
,,,,,,,,,,,,,,"G1682213P2463724_014444_PL01DF_FTXXX_US1XM1X2XXXHXXXXX_TD_PROT_MODE_FARCALL_MT_133855825",,,,,,,,,,,,,,,,,,,,,,,,,,,"W5083769    219    -4   5"
,,,,,,,,,,,,,,"G1682213P2463724_014444_PL01DF_FTXXX_US1XM1X2XXXHXXXXX_TD_PROT_MODE_FARCALL_MT_133855825",,,,,,,,,,,,,,,,,,,,,,,,,,,"W5091078    126    -5   7"
,,,,,,,,,,,,,,"G1682213P2463724_014444_PL01DF_FTXXX_US1XM1X2XXXHXXXXX_TD_PROT_MODE_FARCALL_MT_133855825",,,,,,,,,,,,,,,,,,,,,,,,,,,"W5083769    193    -5  -4"
,,,,,,,,,,,,,,"G1682213P2463724_014444_PL01DF_FTXXX_US1XM1X2XXXHXXXXX_TD_PROT_MODE_FARCALL_MT_133855825",,,,,,,,,,,,,,,,,,,,,,,,,,,"W5091078    170     1   5"
,,,,,,,,,,,,,,"G1682213P2463724_014444_PL01DF_FTXXX_US1XM1X2XXXHXXXXX_TD_PROT_MODE_FARCALL_MT_133855825",,,,,,,,,,,,,,,,,,,,,,,,,,,"W5083769    192    -5   7"
,,,,,,,,,,,,,,"G1682213P2463724_014444_PL01DF_FTXXX_US1XM1X2XXXHXXXXX_TD_PROT_MODE_FARCALL_MT_133855825",,,,,,,,,,,,,,,,,,,,,,,,,,,"W5091078    126     0   5"
,,,,,,,,,,,,,,"G1682213P2463724_014444_PL01DF_FTXXX_US1XM1X2XXXHXXXXX_TD_PROT_MODE_FARCALL_MT_133855825",,,,,,,,,,,,,,,,,,,,,,,,,,,"W5091078    126    -9  -2"
,,,,,,,,,,,,,,"G1682213P2463724_014444_PL01DF_FTXXX_US1XM1X2XXXHXXXXX_TD_PROT_MODE_FARCALL_MT_133855825",,,,,,,,,,,,,,,,,,,,,,,,,,,"W5091078    168    -8  -4"
,,,,,,,,,,,,,,,,"G1404515P2449310_014040_PK03DB_LBXXX_US1XM1X0XXXIXXXXX_HE_CREG_TEST3_ORP_000",,,,,,,,,,,,,,,,,,,,,,,,,"W5083769    177     2   6"
,,,,,,,,,,,,,,,,"G1404515P2449310_014040_PK03DB_LBXXX_US1XM1X0XXXIXXXXX_HE_CREG_TEST3_ORP_000",,,,,,,,,,,,,,,,,,,,,,,,,"W5091078    131    -4  -4"
,,,,,,,,,,,,,,,,"G1404515P2449310_014040_PK03DB_LBXXX_US1XM1X0XXXIXXXXX_HE_CREG_TEST3_ORP_000",,,,,,,,,,,,,,,,,,,,,,,,,"W5091078    170    -7  -1"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"G1682213P2463724_014444_PL01DF_FTXXX_US1XM1X2XXXHXXXXX_TD_PROT_MODE_FARCALL_MT_133855825",,,,,,,,,,,"W5083769    188     3  -4"
,,,,,,,,"G1405041P2345552_014040_PK03DB_LBXXX_US1XM1X0XXXIXXXXX_BPBTB_TAR_2PORT_RDS_FINAL_GDBND",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"W5083769    194     9  -7"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"G1682213P2463724_014444_PL01DF_FTXXX_US1XM1X2XXXHXXXXX_TD_PROT_MODE_FARCALL_MT_133855825",,,,,,,,"W5091078    157    -2   6"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"G1682213P2463724_014444_PL01DF_FTXXX_US1XM1X2XXXHXXXXX_TD_PROT_MODE_FARCALL_MT_133855825",,,,,,,,"W5091078    132     5  -3"
,,,,,,,,,,,,,,"G1696062P2245508_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_TEST33",,,,,"G1696062P2245508_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_TEST33",,,,,,,,,,,"G1696062P2245508_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_TEST33",,,,,,,,,,,"W5091078    131    -3   4"
,,,,,,,,,,,,,,,,,,"G1411235P2527188_014040_PK03DC_LBXXX_US1XM1X0XXXIXXXXX_FRITS_ALL",,,,,,,,,,,,,,,,,,,,,,,"W5091078    125     2   6"
"G1673993P2483348_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_TC_RESET_CREG","G1673993P2483348_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_TC_RESET_CREG",,,,,,,,,,,,,,,,"G1673993P2483348_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_TC_RESET_CREG",,,,,"G1673993P2483348_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_TC_RESET_CREG",,,,,,,,,,,,"G1673993P2483348_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_TC_RESET_CREG",,,"G1673993P2483348_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_TC_RESET_CREG",,,,"W5091078    132     4  -6"
"G1673993P2483348_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_TC_RESET_CREG",,,,,,,,,,,"G1673993P2483348_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_TC_RESET_CREG",,,,,,"G1673993P2483348_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_TC_RESET_CREG",,,,,"G1673993P2483348_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_TC_RESET_CREG",,,,,,,,,,,,"G1673993P2483348_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_TC_RESET_CREG",,,"G1673993P2483348_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_TC_RESET_CREG",,,,"W5091078    131     0   6"
,,,,,,,,,,,,,,,,"G1404515P2449310_014040_PK03DB_LBXXX_US1XM1X0XXXIXXXXX_HE_CREG_TEST3_ORP_000",,,,,,,,,,,,,,,,,,,,,,,,,"W5091068    49      3  -9"
,,,,,,,,,,,,,,,,"G1404515P2449310_014040_PK03DB_LBXXX_US1XM1X0XXXIXXXXX_HE_CREG_TEST3_ORP_000",,,,,,,,,,,,,,,,,,,,,,,,,"W5091068    44     -5   5"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"G1682213P2463724_014444_PL01DF_FTXXX_US1XM1X2XXXHXXXXX_TD_PROT_MODE_FARCALL_MT_133855825",,,,,,,,"W5091068    45     -3   7"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"G1682213P2463724_014444_PL01DF_FTXXX_US1XM1X2XXXHXXXXX_TD_PROT_MODE_FARCALL_MT_133855825",,,,,,,,"W5091068    45     -3   5"
,,,,,,,,,,,,,,"G1682213P2463724_014444_PL01DF_FTXXX_US1XM1X2XXXHXXXXX_TD_PROT_MODE_FARCALL_MT_133855825",,,,,,,,,,,,,,,,,,,,,,,,,,,"W5091068    49      2 -10"
,,,,,,,,,,,,,,"G1682213P2463724_014444_PL01DF_FTXXX_US1XM1X2XXXHXXXXX_TD_PROT_MODE_FARCALL_MT_133855825",,,,,,,,,,,,,,,,,,,,,,,,,,,"W5091068    45     -6   7"
,,,,,,,,,,,,,,"G1682213P2463724_014444_PL01DF_FTXXX_US1XM1X2XXXHXXXXX_TD_PROT_MODE_FARCALL_MT_133855825",,,,,,,,,,,,,,,,,,,,,,,,,,,"W5091068    49     -3 -10"
,,,,,,,,,,,,,,"G1682213P2463724_014444_PL01DF_FTXXX_US1XM1X2XXXHXXXXX_TD_PROT_MODE_FARCALL_MT_133855825",,,,,,,,,,,,,,,,,,,,,,,,,,,"W5091068    45      3   5"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,"G1404077P2238798_014040_PK03DB_LBXXX_US1XM1X0XXXIXXXXX_TD_TB_006_STRUCT_TBTACD_ST",,,,,,,,,,,,,"W5091068    49      2 -11"
,,,,,,,,,,,,,,"G1678097P2252698_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_BSU_L1L2EVICTS_SNP",,,,,"G1678097P2252698_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_BSU_L1L2EVICTS_SNP",,,,,,,"G1678097P2252698_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_BSU_L1L2EVICTS_SNP",,,,"G1678097P2252698_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_BSU_L1L2EVICTS_SNP","G1678097P2252698_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_BSU_L1L2EVICTS_SNP",,,,,,,,,,"W5091068    44     -5   6"
"G1673993P2483348_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_TC_RESET_CREG",,,,,,,,,,,,,,"G1682213P2463724_014444_PL01DF_FTXXX_US1XM1X2XXXHXXXXX_TD_PROT_MODE_FARCALL_MT_133855825","G1673993P2483348_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_TC_RESET_CREG",,,,,,,,,,,,,,,,,,,,,,"G1673993P2483348_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_TC_RESET_CREG",,,,"W5091068    45     -3   4"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"G1682213P2463724_014444_PL01DF_FTXXX_US1XM1X2XXXHXXXXX_TD_PROT_MODE_FARCALL_MT_133855825",,,,,,,,"W5091036    144    -5  -2"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"G1682213P2463724_014444_PL01DF_FTXXX_US1XM1X2XXXHXXXXX_TD_PROT_MODE_FARCALL_MT_133855825",,,,,,,,"W5091036    450   -10  -1"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"G1682213P2463724_014444_PL01DF_FTXXX_US1XM1X2XXXHXXXXX_TD_PROT_MODE_FARCALL_MT_133855825",,,,,,,,"W5091036    909    -6  -1"
,,,,,,,,,,,,,,,,"G1404515P2449310_014040_PK03DB_LBXXX_US1XM1X0XXXIXXXXX_HE_CREG_TEST3_ORP_000",,,,,,,,,,,,,,,,,,,,,,,,,"W5091036    452     0   5"
,,,,,,,,,,,,,,,,"G1404515P2449310_014040_PK03DB_LBXXX_US1XM1X0XXXIXXXXX_HE_CREG_TEST3_ORP_000",,,,,,,,,,,,,,,,,,,,,,,,,"W5091036    909    11   3"
,,,,,,,,,,,,,,"G1682213P2463724_014444_PL01DF_FTXXX_US1XM1X2XXXHXXXXX_TD_PROT_MODE_FARCALL_MT_133855825",,,,,,,,,,,,,,,,,,,,,,,,,,,"W5091036    909     5   7"
,,,,,,,,,,,,,,"G1682213P2463724_014444_PL01DF_FTXXX_US1XM1X2XXXHXXXXX_TD_PROT_MODE_FARCALL_MT_133855825",,,,,,,,,,,,,,,,,,,,,,,,,,,"W5091036    144     8  -6"
,,,,,,,,,,,,,,"G1676283P2214978_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_BF_M4_LDDQU_BP",,,,,"G1676283P2214978_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_BF_M4_LDDQU_BP",,,,,,,"G1676283P2214978_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_BF_M4_LDDQU_BP",,,,"G1676283P2214978_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_BF_M4_LDDQU_BP","G1676283P2214978_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_BF_M4_LDDQU_BP",,,,,,,,,,"W5091036    451    -5  -5"
"G1673993P2483348_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_TC_RESET_CREG",,,,,,,,,,,"G1673993P2483348_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_TC_RESET_CREG",,,,,,"G1673993P2483348_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_TC_RESET_CREG",,,,,"G1673993P2483348_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_TC_RESET_CREG",,,,,,,,,,,,"G1673993P2483348_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_TC_RESET_CREG",,,"G1673993P2483348_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_TC_RESET_CREG",,,,"W5091036    909    -8  -8"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"G1682213P2463724_014444_PL01DF_FTXXX_US1XM1X2XXXHXXXXX_TD_PROT_MODE_FARCALL_MT_133855825",,,,,,,,"W5091036    455    -6   7"
"G1673993P2483348_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_TC_RESET_CREG","G1673993P2483348_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_TC_RESET_CREG",,,,,,,,,,,,,,,,"G1673993P2483348_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_TC_RESET_CREG",,,,,"G1673993P2483348_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_TC_RESET_CREG",,,,,,,,,,,,"G1673993P2483348_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_TC_RESET_CREG",,,"G1673993P2483348_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_TC_RESET_CREG",,,,"W5091036    456    -4   9"
,,,,,,,"G1404152P2238478_014040_PK03DB_LBXXX_US1XM1X0XXXIXXXXX_TD_TB_006_STRUCT_TBTACD_ST",,"G1404152P2238478_014040_PK03DB_LBXXX_US1XM1X0XXXIXXXXX_TD_TB_006_STRUCT_TBTACD_ST",,,,,,,"G1404152P2238478_014040_PK03DB_LBXXX_US1XM1X0XXXIXXXXX_TD_TB_006_STRUCT_TBTACD_ST",,,,,,,,,,,,,,,,,,,"G1404152P2238478_014040_PK03DB_LBXXX_US1XM1X0XXXIXXXXX_TD_TB_006_STRUCT_TBTACD_ST",,,,,,"W5091036    908     6  -3"
,,,,,,,,,,,,,,,,"G1404515P2449310_014040_PK03DB_LBXXX_US1XM1X0XXXIXXXXX_HE_CREG_TEST3_ORP_000",,,,,,,,,,,,,,,,,,,,,,,,,"W5091036    904     8  -5"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"G1693201P2449810_014444_PL01DF_FTXXX_US1XM1X2XXXHXXXXX_UL1_SAME_SET_TEST",,,,,,,,,,,"W5091036    908    -9  -6"
